Unnamed: 0,title,duration,album,date,artist,genre,style,id,country,source,lyrics,language,clean_lyrics,sentiment_score,year,month,day
653,The Turn (A Pagan Lament),325.0,The Turn,2009,Fredo Viola,"Rock, Pop",Art Rock,2066629,France,discogs,"1 ContributorThe Turn (A Pagan Lament) LyricsI took a turn into the world of pop
Everything I'd learned I abruptly dropped
I'd seen the woods and its shining arches
And wandered down the road to the open sea

The coldness unfolds over stats and charts
As my love is sold to consuming hearts
And while I prepare words with little meaning
They classify my work for the Western world

Ice in the woods, now my spring is over
My path to the sea is now a dusty street

The lights in the night hide the blues and greens
My mind like a knife cuts the softened things
Oh, where are my eyes? Hiding in the forest
And where is my voice? In the MP3

I'm cold as the stone, you know I can't be glad
And my love is sold, and my soul is sapped
Oh come to the shore where the walkway's broken
Pay tears to the sea, she will be your queen

Oh I took a turn, oh I took a turn, oh I...",en,"I took a turn into the world of pop Everything I'd learned I abruptly dropped I'd seen the woods and its shining arches And wandered down the road to the open sea The coldness unfolds over stats and charts As my love is sold to consuming hearts And while I prepare words with little meaning They classify my work for the Western world Ice in the woods, now my spring is over My path to the sea is now a dusty street The lights in the night hide the blues and greens My mind like a knife cuts the softened things Oh, where are my eyes? Hiding in the forest And where is my voice? In the MP3 I'm cold as the stone, you know I can't be glad And my love is sold, and my soul is sapped Oh come to the shore where the walkway's broken Pay tears to the sea, she will be your queen Oh I took a turn, oh I took a turn, oh I...",-0.988149642944336,2009.0,,
654,The Sad Song,230.0,The Turn,2009,Fredo Viola,"Rock, Pop",Art Rock,2066629,France,discogs,"1 ContributorThe Sad Song LyricsBaby Harry, Baby Harry, Baby Harry
Be good, be good
And go gently, and follow the Lord
He's fallen over...",en,"Baby Harry, Baby Harry, Baby Harry Be good, be good And go gently, and follow the Lord He's fallen over...",0.99568909406662,2009.0,,
655,Red States,257.0,The Turn,2009,Fredo Viola,"Rock, Pop",Art Rock,2066629,France,discogs,"1 ContributorRed States LyricsLet's just today say love lives on
Say that the blacks and blues have faded
Are all gone
I am prepared to bandage over all our lies
But you can't expect a miracle to happen over night

Let's just today say love is war
With each new casualty you
Even out the score
I am the man who held you high when you fell down
Please understand it's hard to take
Another brutal round

And what's to gain for loving her?
Sweet moments saved amongst
The photographs we've stored
And what's to gain for loving her?
He wakes up falling for he's lost his equilibrium
But finds your arms and that's what love is worth

Let's just today say love is all
Say I remember well when we were still in love
You were the one who grew so tired of everything
But somehow I'm supposed to take
The lion's share of blame


And what's to gain for loving her?
Sweet moments saved amongst
The photographs we've stored
And what's to gain for loving her?
Red states and blue states at war for
Independence but within eachother's arms

Their love is growing strong, growing tall
Growing high, high, high",en,"Let's just today say love lives on Say that the blacks and blues have faded Are all gone I am prepared to bandage over all our lies But you can't expect a miracle to happen over night Let's just today say love is war With each new casualty you Even out the score I am the man who held you high when you fell down Please understand it's hard to take Another brutal round And what's to gain for loving her? Sweet moments saved amongst The photographs we've stored And what's to gain for loving her? He wakes up falling for he's lost his equilibrium But finds your arms and that's what love is worth Let's just today say love is all Say I remember well when we were still in love You were the one who grew so tired of everything But somehow I'm supposed to take The lion's share of blame And what's to gain for loving her? Sweet moments saved amongst The photographs we've stored And what's to gain for loving her? Red states and blue states at war for Independence but within eachother's arms Their love is growing strong, growing tall Growing high, high, high",0.9972845315933228,2009.0,,
656,Risa,159.0,The Turn,2009,Fredo Viola,"Rock, Pop",Art Rock,2066629,France,discogs,"1 ContributorRisa LyricsRisa believes
When the world is right
She'll open up her window
And climb into the night

Far along the midnight road
Jungle gyms and silver trees
Risa saw her brother
Sleeping on the sea

Hop above the mountain tops
Teething on the golden beats
Of your childish style
And boundless energy

Risa, love me
Risa, love freely
In the safe blue light
I will follow you",en,"Risa believes When the world is right She'll open up her window And climb into the night Far along the midnight road Jungle gyms and silver trees Risa saw her brother Sleeping on the sea Hop above the mountain tops Teething on the golden beats Of your childish style And boundless energy Risa, love me Risa, love freely In the safe blue light I will follow you",0.9991569519042968,2009.0,,
657,Death Of A Son,288.0,The Turn,2009,Fredo Viola,"Rock, Pop",Art Rock,2066629,France,discogs,"1 ContributorDeath of a Son LyricsWho can find me here?
Who can find me here?

The death of a son and birth of a daughter
Both together
The sound of a structure changing forever
How strange

How strange the world is
How strange

My life intoxicates me and when I fall
I fall down into the earth
I fall down into the slums of every fallen father
I fall farther than the would-be kings
I find fault in everything
I find fault in everything, oh

My life intoxicates me and when I fall
I fall down into the earth
I fall down into the slums of every fallen father
I fall farther than the would-be kings
I find fault in everything
I find fault in everything, oh",en,"Who can find me here? Who can find me here? The death of a son and birth of a daughter Both together The sound of a structure changing forever How strange How strange the world is How strange My life intoxicates me and when I fall I fall down into the earth I fall down into the slums of every fallen father I fall farther than the would-be kings I find fault in everything I find fault in everything, oh My life intoxicates me and when I fall I fall down into the earth I fall down into the slums of every fallen father I fall farther than the would-be kings I find fault in everything I find fault in everything, oh",-0.9914332628250122,2009.0,,
658,The Sad Song,,The Turn,2009,Fredo Viola,"Rock, Pop",Art Rock,2066629,France,discogs,"1 ContributorThe Sad Song LyricsBaby Harry, Baby Harry, Baby Harry
Be good, be good
And go gently, and follow the Lord
He's fallen over...",en,"Baby Harry, Baby Harry, Baby Harry Be good, be good And go gently, and follow the Lord He's fallen over...",0.99568909406662,2009.0,,
659,The Turn,,The Turn,2009,Fredo Viola,"Rock, Pop",Art Rock,2066629,France,discogs,"1 ContributorThe Turn (A Pagan Lament) LyricsI took a turn into the world of pop
Everything I'd learned I abruptly dropped
I'd seen the woods and its shining arches
And wandered down the road to the open sea

The coldness unfolds over stats and charts
As my love is sold to consuming hearts
And while I prepare words with little meaning
They classify my work for the Western world

Ice in the woods, now my spring is over
My path to the sea is now a dusty street

The lights in the night hide the blues and greens
My mind like a knife cuts the softened things
Oh, where are my eyes? Hiding in the forest
And where is my voice? In the MP3

I'm cold as the stone, you know I can't be glad
And my love is sold, and my soul is sapped
Oh come to the shore where the walkway's broken
Pay tears to the sea, she will be your queen

Oh I took a turn, oh I took a turn, oh I...",en,"I took a turn into the world of pop Everything I'd learned I abruptly dropped I'd seen the woods and its shining arches And wandered down the road to the open sea The coldness unfolds over stats and charts As my love is sold to consuming hearts And while I prepare words with little meaning They classify my work for the Western world Ice in the woods, now my spring is over My path to the sea is now a dusty street The lights in the night hide the blues and greens My mind like a knife cuts the softened things Oh, where are my eyes? Hiding in the forest And where is my voice? In the MP3 I'm cold as the stone, you know I can't be glad And my love is sold, and my soul is sapped Oh come to the shore where the walkway's broken Pay tears to the sea, she will be your queen Oh I took a turn, oh I took a turn, oh I...",-0.988149642944336,2009.0,,
660,Falling In Love Again,201.0,Kabaret (En Studio Et Sur Scène),2009,Patricia Kaas,"Jazz, Rock, Pop","Chanson, Pop Rock, Ballad",10158205,Europe,discogs,"1 ContributorFalling In Love Again LyricsFalling in love again
Never wanted to
What am I to do?
Can't help it

Love's always been my game
Play it as i may
I was born that way
Can't help it

I often thought and wondered
Why i appeal to men
How many times i blunder
In love and out again

Ich bin von Kopf bis Fuss
Auf Liebe eingestellt
Denn das ist meine Welt
Und sonst gar nichts
Das ist, was soll ich machen
Meine Natur
Ich kann halt lieben nur
Und sonst gar nichts

Men cluster to me
Like moths around a flame
And if their wings burn
I know I'm not to blame


Falling in love again
Never wanted to
What am I to do?
Can't help it

Love's always been my game
Play it as i may
I was born that way
Can't help it",en,"Falling in love again Never wanted to What am I to do? Can't help it Love's always been my game Play it as i may I was born that way Can't help it I often thought and wondered Why i appeal to men How many times i blunder In love and out again Ich bin von Kopf bis Fuss Auf Liebe eingestellt Denn das ist meine Welt Und sonst gar nichts Das ist, was soll ich machen Meine Natur Ich kann halt lieben nur Und sonst gar nichts Men cluster to me Like moths around a flame And if their wings burn I know I'm not to blame Falling in love again Never wanted to What am I to do? Can't help it Love's always been my game Play it as i may I was born that way Can't help it",0.8254678249359131,2009.0,,
661,Falling In Love Again,232.0,Kabaret (En Studio Et Sur Scène),2009,Patricia Kaas,"Jazz, Rock, Pop","Chanson, Pop Rock, Ballad",10158205,Europe,discogs,"1 ContributorFalling In Love Again LyricsFalling in love again
Never wanted to
What am I to do?
Can't help it

Love's always been my game
Play it as i may
I was born that way
Can't help it

I often thought and wondered
Why i appeal to men
How many times i blunder
In love and out again

Ich bin von Kopf bis Fuss
Auf Liebe eingestellt
Denn das ist meine Welt
Und sonst gar nichts
Das ist, was soll ich machen
Meine Natur
Ich kann halt lieben nur
Und sonst gar nichts

Men cluster to me
Like moths around a flame
And if their wings burn
I know I'm not to blame


Falling in love again
Never wanted to
What am I to do?
Can't help it

Love's always been my game
Play it as i may
I was born that way
Can't help it",en,"Falling in love again Never wanted to What am I to do? Can't help it Love's always been my game Play it as i may I was born that way Can't help it I often thought and wondered Why i appeal to men How many times i blunder In love and out again Ich bin von Kopf bis Fuss Auf Liebe eingestellt Denn das ist meine Welt Und sonst gar nichts Das ist, was soll ich machen Meine Natur Ich kann halt lieben nur Und sonst gar nichts Men cluster to me Like moths around a flame And if their wings burn I know I'm not to blame Falling in love again Never wanted to What am I to do? Can't help it Love's always been my game Play it as i may I was born that way Can't help it",0.8254678249359131,2009.0,,
662,Thief In The Night,176.0,Northern Soul 2009,2009,Various,Funk / Soul,Soul,2857669,UK,discogs,"2 ContributorsThief In The Night* LyricsLyrics from Snippet

[Intro]
(Haha, niggas crazy)
(I'm with yo—, yeah)
(I'm with young Ahmad in this bitch, man)
What? (What?)
What? (What?)
What? What? (What? What? What?) What?
Ayy, what? (What? Say what?) Ayy

[Chorus]
I'm a thief in the night (Thief in the night), I'll take anything but some pussy (What?)
Red beam all on my sight (Blatt, baow), them bullets eat you like a cookie (What?)
That nigga don't wanna fight (He don't wanna fight), beat your ass, nigga, I ain't no pussy (What?)
These niggas rats like some mice (Bitch), take your bitch, then make a movie (Let's go)

[Verse]
Pussy so wet like it fresh out the water (Yeah)
Pussy so wet like it fresh out the  water (What?)
Give me that brain, yeah, I know she a star (Yеah)
Eatin' my kids like some motherfuckin' food
Why thе hell you be talkin' 'bout me? (What?)
I ain't even done said nothin' to you (Talkin' 'bout, talkin' 'bout)
I ain't even done said nothin' to you
Fuck it, now it's ""Fuck you"" (Say what?)
She text my phone talkin' 'bout, ""Nine, stop textin' me"", baby, I love you
She be like, ""Nine, why the fuck you callin' me?"" I just wanna bug you (Eugh, eugh)
I can't answer the phone, I'm an outlaw (What? What?)
You signed the fuck out that deal, you signed the album off
And every day I get fly, I don't need to change clothes (I don't need to change my clothes)
And every day I get fly, I don't even change clothes (Change clothes)


[Bridge]
What? What? (What? What? What?) What?
Ayy, what? (What? Say what?) Ayy

[Chorus]
I'm a thief in the night (Thief in the night), I'll take anything but some pussy (What?)
Red beam all on my sight (Blatt, baow), them bullets eat you like a cookie (What?)
That nigga don't wanna fight (He don't wanna fight), beat your ass, nigga, I ain't no pussy (What?)
These niggas rats like some mice (Bitch), take your bitch, then make a movie (Slatt, slatt)

[Outro]
Take your bitch, then make a movie (What?)
Take your bitch, then make a movie (What? What?)
Let's go
Take your bitch, then make a movie (Fuck you talkin' 'bout? What you talkin' 'bout, pussy? Fuck goin')
Let's go",en,"(Haha, niggas crazy) (I'm with yo—, yeah) (I'm with young Ahmad in this bitch, man) What? (What?) What? (What?) What? What? (What? What? What?) What? Ayy, what? (What? Say what?) Ayy I'm a thief in the night (Thief in the night), I'll take anything but some pussy (What?) Red beam all on my sight (Blatt, baow), them bullets eat you like a cookie (What?) That nigga don't wanna fight (He don't wanna fight), beat your ass, nigga, I ain't no pussy (What?) These niggas rats like some mice (Bitch), take your bitch, then make a movie (Let's go) Pussy so wet like it fresh out the water (Yeah) Pussy so wet like it fresh out the water (What?) Give me that brain, yeah, I know she a star (Yеah) Eatin' my kids like some motherfuckin' food Why thе hell you be talkin' 'bout me? (What?) I ain't even done said nothin' to you (Talkin' 'bout, talkin' 'bout) I ain't even done said nothin' to you Fuck it, now it's ""Fuck you"" (Say what?) She text my phone talkin' 'bout, ""Nine, stop textin' me"", baby, I love you She be like, ""Nine, why the fuck you callin' me?"" I just wanna bug you (Eugh, eugh) I can't answer the phone, I'm an outlaw (What? What?) You signed the fuck out that deal, you signed the album off And every day I get fly, I don't need to change clothes (I don't need to change my clothes) And every day I get fly, I don't even change clothes (Change clothes) What? What? (What? What? What?) What? Ayy, what? (What? Say what?) Ayy I'm a thief in the night (Thief in the night), I'll take anything but some pussy (What?) Red beam all on my sight (Blatt, baow), them bullets eat you like a cookie (What?) That nigga don't wanna fight (He don't wanna fight), beat your ass, nigga, I ain't no pussy (What?) These niggas rats like some mice (Bitch), take your bitch, then make a movie (Slatt, slatt) Take your bitch, then make a movie (What?) Take your bitch, then make a movie (What? What?) Let's go Take your bitch, then make a movie (Fuck you talkin' 'bout? What you talkin' 'bout, pussy? Fuck goin') Let's go",-0.9975793957710266,2009.0,,
