Unnamed: 0,title,duration,album,date,artist,genre,style,id,country,source,lyrics,language,clean_lyrics,sentiment_score,year,month,day
6099,Mark David Chapman,194413.0,If,2008-04-29,Mindless Self Indulgence,,,b0272939-c0af-355f-a4b1-593db92c9b73,,musicbrainz,"34 ContributorsMark David Chapman Lyrics“Mark David Chapman” is an electropunk song performed by Mindless Self Indulgence. It’s the fifteenth song in their fourth studio album “If”.



The song references Mark David Chapman the man who shot john… Read More [Verse 1: Jimmy Urine]
Indistinguishable from one another
No possible intention to even bother
It doesn't matter what is said or how we say it
Coincidentally
We all sound exactly the same
We all want to swindle kids out of their money
If you're still doing this because you believe in it
You are so fuckin' lame

[Pre-Chorus 1: Celia Euringer]
Yo supe que nadie iba a comprender tu musica,  pero tú no me hicíste caso. Yo te dije, no te vistas en color rosa

[Chorus: Jimmy]
(HEY) When the world's overrun
With too many bands
Who's it time for?
Mark Chapman
(HEY) When they all seem absurd
Who will thin out that herd?
Ladies and gentlemen
Mark Chapman
(NOW) There is no heart
There is no fear
We all just cry the same old tear
Don't look to me
I do not lead
I'm just in front and they're following


Some other motherfucker without the balls and cojones to take hold of the reins and use 'em

[Verse 2: Jimmy]
Why is something so obvious so elusive?
There is nothing on the menu that won't turn abusive
I am part of the problem, not the solution
I'm just a prisoner
In the same prison as you
We wait for all the shoes to fall into position
Already obsolete
No one will miss us at all

[Pre-Chorus 2: Celia]
(Jimmy's Mom:) Yo te dije, no debes de firmar con una compania de discos tan grande. Ellos no te aprecian. ¡Yo no creo en ti!

[Chorus: Jimmy]
(HEY) When the world's overrun
With too many bands
Who's it time for?
Mark Chapman
(HEY) When they all seem absurd
Who will thin out that herd?
Ladies and gentlemen
Mark Chapman

(NOW) There is no heart
There is no fear
We all just cry the same old tear
I cannot tell
Is it just me
Or do we all look just like


Adolf-fuckin'-Hitler with this swoopy emo boy dreamy haircut dangling in our faces
Making us all indescribably indistinguishable from each other
Or maybe I'm just another megalomaniac, ooh-hoo-hoo!
Oohh
Reginald, release the hounds!
Run, Pooky!
(Run to Chapman. Run)

[Outro:Celia]
¿Donde está todo el dinero que me debes, ladrón?
¿Y además, dónde esta todo el dinero que me debes, ladrón?
¿Y además...",en,"Indistinguishable from one another No possible intention to even bother It doesn't matter what is said or how we say it Coincidentally We all sound exactly the same We all want to swindle kids out of their money If you're still doing this because you believe in it You are so fuckin' lame Yo supe que nadie iba a comprender tu musica, pero tú no me hicíste caso. Yo te dije, no te vistas en color rosa (HEY) When the world's overrun With too many bands Who's it time for? Mark Chapman (HEY) When they all seem absurd Who will thin out that herd? Ladies and gentlemen Mark Chapman (NOW) There is no heart There is no fear We all just cry the same old tear Don't look to me I do not lead I'm just in front and they're following Some other motherfucker without the balls and cojones to take hold of the reins and use 'em Why is something so obvious so elusive? There is nothing on the menu that won't turn abusive I am part of the problem, not the solution I'm just a prisoner In the same prison as you We wait for all the shoes to fall into position Already obsolete No one will miss us at all (Jimmy's Mom:) Yo te dije, no debes de firmar con una compania de discos tan grande. Ellos no te aprecian. ¡Yo no creo en ti! (HEY) When the world's overrun With too many bands Who's it time for? Mark Chapman (HEY) When they all seem absurd Who will thin out that herd? Ladies and gentlemen Mark Chapman (NOW) There is no heart There is no fear We all just cry the same old tear I cannot tell Is it just me Or do we all look just like Adolf-fuckin'-Hitler with this swoopy emo boy dreamy haircut dangling in our faces Making us all indescribably indistinguishable from each other Or maybe I'm just another megalomaniac, ooh-hoo-hoo! Oohh Reginald, release the hounds! Run, Pooky! (Run to Chapman. Run) ¿Donde está todo el dinero que me debes, ladrón? ¿Y además, dónde esta todo el dinero que me debes, ladrón? ¿Y además...",-0.9981096982955932,2008.0,4.0,29.0
6100,Blue Suede Shoes,120240.0,Greatest Hits,2008,Elvis Presley,,,24d99012-12c6-3aa2-b0e8-ba98288e738d,,musicbrainz,"38 ContributorsTranslationsDeutschBlue Suede Shoes Lyrics[Intro]
Well, it's one for the money, two for the show
Three to get ready, now go, cat, go

[Chorus]
But don't you step on my blue suede shoes
Well, you can do anything, but stay off of my blue suede shoes

[Verse 1]
Well, you can knock me down, step in my face
Slander my name all over the place
Well, do anything that you wanna do
But, uh-uh, honey, lay off of them shoes

[Chorus]
And don't you step on my blue suede shoes
Well, you can do anything, but stay off of my blue suede shoes
Let's go, cat!

[Guitar Solo]
Ah, walk the dog

[Verse 2]
You can burn my house, steal my car
Drink my liquor from an old fruit jar
Well, do anything that you want to do
But, uh-uh, honey, lay off of my shoes


[Chorus]
And don't you step on my blue suede shoes
Well, you can do anything, but lay off of my blue suede shoes
Rock it

[Guitar Solo]
Yeah!

[Bridge]
Well, it's one for the money, two for the show
Three to get ready, now go, go, go

[Chorus]
But don't you step on my blue suede shoes
Well, you can do anything, but lay off of my blue suede shoes

[Outro]
Well, it's blue, blue, blue suede shoes
Blue, blue, blue suede shoes, yeah
Blue, blue, blue suede shoes, baby
Blue, blue, blue suede shoes
Well, you can do anything, but lay off of my blue suede shoes",en,"Well, it's one for the money, two for the show Three to get ready, now go, cat, go But don't you step on my blue suede shoes Well, you can do anything, but stay off of my blue suede shoes Well, you can knock me down, step in my face Slander my name all over the place Well, do anything that you wanna do But, uh-uh, honey, lay off of them shoes And don't you step on my blue suede shoes Well, you can do anything, but stay off of my blue suede shoes Let's go, cat! Ah, walk the dog You can burn my house, steal my car Drink my liquor from an old fruit jar Well, do anything that you want to do But, uh-uh, honey, lay off of my shoes And don't you step on my blue suede shoes Well, you can do anything, but lay off of my blue suede shoes Rock it Yeah! Well, it's one for the money, two for the show Three to get ready, now go, go, go But don't you step on my blue suede shoes Well, you can do anything, but lay off of my blue suede shoes Well, it's blue, blue, blue suede shoes Blue, blue, blue suede shoes, yeah Blue, blue, blue suede shoes, baby Blue, blue, blue suede shoes Well, you can do anything, but lay off of my blue suede shoes",-0.9947722554206848,2008.0,,
6101,My Baby Left Me,132466.0,Greatest Hits,2008,Elvis Presley,,,4a66322b-7108-3e9c-9e47-75b3d90ce0bd,,musicbrainz,"12 ContributorsMy Baby Left Me Lyrics[Verse 1]
Yes, my baby left me
Never said a word
Was it something I done?
Something that she heard?

[Pre-Chorus]
My baby left me
My baby left me
My baby even left me
Never said a word

[Chorus]
Now I stand at my window
Wring my hands and cry
I hate to lose that woman
Hate to say goodbye

[Hook]
You know she left me
Yes, she left me
My baby even left me
Never said a word

Play the blues, boy
[Instrumental break]


Baby, one of these mornings
Lord, it won't be long
You'll look for me, baby
And daddy will done gone

[Hook]
You know you left me
You know you left me
My baby even left me
Never said goodbye

[Chorus]
Now I stand at my window
Wring my hands and moan
All I know is that
The one I love is gone

[Hook]
My baby left me
You know she left me
My baby even left me
Never said a word
Yes, my baby left me
Never said a word",en,"Yes, my baby left me Never said a word Was it something I done? Something that she heard? My baby left me My baby left me My baby even left me Never said a word Now I stand at my window Wring my hands and cry I hate to lose that woman Hate to say goodbye You know she left me Yes, she left me My baby even left me Never said a word Play the blues, boy Baby, one of these mornings Lord, it won't be long You'll look for me, baby And daddy will done gone You know you left me You know you left me My baby even left me Never said goodbye Now I stand at my window Wring my hands and moan All I know is that The one I love is gone My baby left me You know she left me My baby even left me Never said a word Yes, my baby left me Never said a word",-0.987656831741333,2008.0,,
6102,That’s All Right,117160.0,Greatest Hits,2008,Elvis Presley,,,8ef39344-ace4-3ba0-a340-c7c876c2021d,,musicbrainz,"18 ContributorsThat’s All Right LyricsThis was Presley’s first commercial recording for Sun Records.  Sam Phillips matched Presley with Scotty Moore and Bill Black, and Phillips had the three rehearse several songs, trying to find the sound… Read More [Chorus]
Well, that's all right, mama
That's all right for you
That's all right, mama, just anyway you do
Well, that's all right, that's all right
That's all right now, mama, anyway you do

[Verse 1]
Well, Mama, she done told me
Papa done told me too
“Son, that girl you're fooling with
She ain't no good for you”
But that's all right, that's all right
That's all right now, mama, anyway you do

[Instrumental break]

[Verse 2]
I'm leaving town, baby
I'm leaving town for sure
Well, then you won't be bothered with
Me hanging around your door
But that's all right, that's all right
That's all right now, mama, anyway you do

[Outro]
Ah da da dee dee dee dee, dee dee dee dee, dee dee dee dee
I need your lovin'
That's all right
That's all right now, mama, anyway you do",en,"Well, that's all right, mama That's all right for you That's all right, mama, just anyway you do Well, that's all right, that's all right That's all right now, mama, anyway you do Well, Mama, she done told me Papa done told me too “Son, that girl you're fooling with She ain't no good for you” But that's all right, that's all right That's all right now, mama, anyway you do I'm leaving town, baby I'm leaving town for sure Well, then you won't be bothered with Me hanging around your door But that's all right, that's all right That's all right now, mama, anyway you do Ah da da dee dee dee dee, dee dee dee dee, dee dee dee dee I need your lovin' That's all right That's all right now, mama, anyway you do",0.9988210797309875,2008.0,,
6103,Tutti Frutti,119706.0,Greatest Hits,2008,Elvis Presley,,,1102d433-e258-3098-a505-93f7f436306f,,musicbrainz,"13 ContributorsTutti Frutti Lyrics[Chorus]
Wop-bom-a-loowah, belah-bam-boom
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Wop-bom-a-loowah, belah-bam-boom

[Verse 1]
I got a gal named Sue, she knows just what to do
I got a gal named Sue, she knows just what to do
She rock me to the east, she rock me to the west
She's the gal that I love best

[Chorus]
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Wop-bom-a-loowah, belah-bam-boom

[Verse 2]
I got a gal named Daisy, she almost drives me crazy
I got a gal named Daisy, she almost drives me crazy
She knows how to love me, yes indeed
Boy, you don't know what she do to me


[Chorus]
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Wop-bom-a-loowah, belah-bam-boom

[Bridge]
Hit it!
[Guitar solo]

[Chorus]
Well, tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Wop-bom-a-loowah, belah-bam-boom

[Verse 3]
I got a gal named Daisy, she almost drives me crazy
I got a gal named Daisy, she almost drives me crazy
She knows how to love me, yes indeed
Boy, you don't know what she do to me


[Chorus]
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy, ooo
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Tutti frutti, oh Rudy
Wop-bom-a-loowah, belah-bam-boom",en,"Wop-bom-a-loowah, belah-bam-boom Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Wop-bom-a-loowah, belah-bam-boom I got a gal named Sue, she knows just what to do I got a gal named Sue, she knows just what to do She rock me to the east, she rock me to the west She's the gal that I love best Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Wop-bom-a-loowah, belah-bam-boom I got a gal named Daisy, she almost drives me crazy I got a gal named Daisy, she almost drives me crazy She knows how to love me, yes indeed Boy, you don't know what she do to me Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Wop-bom-a-loowah, belah-bam-boom Hit it! Well, tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Wop-bom-a-loowah, belah-bam-boom I got a gal named Daisy, she almost drives me crazy I got a gal named Daisy, she almost drives me crazy She knows how to love me, yes indeed Boy, you don't know what she do to me Tutti frutti, oh Rudy Tutti frutti, oh Rudy, ooo Tutti frutti, oh Rudy Tutti frutti, oh Rudy Tutti frutti, oh Rudy Wop-bom-a-loowah, belah-bam-boom",-0.9810028076171876,2008.0,,
6104,Heartbreak Hotel,129533.0,Greatest Hits,2008,Elvis Presley,,,26442c6c-538e-3f9d-b691-57dee06fe3dc,,musicbrainz,"40 ContributorsHeartbreak Hotel Lyrics“Heartbreak Hotel” is based on a supposed apocryphal tale regarding a newspaper article co-writer Tommy Durden read concerning a lonely man who had jumped to his death from a hotel window, leaving a note… Read More [Verse 1]
Well, since my baby left me
Well, I found a new place to dwell
Well, it's down at the end of Lonely Street
At Heartbreak Hotel

[Chorus]
Where I'll be, I'll be so lonely, baby
Well, I'm so lonely
I'll be so lonely, I could die

[Verse 2]
Although it's always crowded
You still can find some room
For broken-hearted lovers
To cry there in their gloom

[Chorus]
They'll be, they'll be so lonely, baby
They'll be so lonely
They're so lonely, they could die

[Verse 3]
Now, the bellhop's tears keep flowin'
And the desk clerk's dressed in black
Well, they've been so long on Lonely Street
They'll never, never look back


[Chorus]
And they get so, they get so lonely, baby
Well, they are so lonely
They're so lonely, they could die

[Verse 4]
Well, now, if your baby leaves you
And you got a tale to tell
Well, just take a walk down Lonely Street
To Heartbreak Hotel

[Chorus]
Where you will be, you will be, you'll be so lonely, baby
Well, you will be lonely
You'll be so lonely, you could die

[Instrumental Bridge]

[Verse 2]
Although it's always crowded
You still can find some room
For broken-hearted lovers
To cry there in their gloom

[Chorus]
Where they get so, they get so lonely, baby
Well, they're so lonely
They'll be so lonely, they could die",en,"Well, since my baby left me Well, I found a new place to dwell Well, it's down at the end of Lonely Street At Heartbreak Hotel Where I'll be, I'll be so lonely, baby Well, I'm so lonely I'll be so lonely, I could die Although it's always crowded You still can find some room For broken-hearted lovers To cry there in their gloom They'll be, they'll be so lonely, baby They'll be so lonely They're so lonely, they could die Now, the bellhop's tears keep flowin' And the desk clerk's dressed in black Well, they've been so long on Lonely Street They'll never, never look back And they get so, they get so lonely, baby Well, they are so lonely They're so lonely, they could die Well, now, if your baby leaves you And you got a tale to tell Well, just take a walk down Lonely Street To Heartbreak Hotel Where you will be, you will be, you'll be so lonely, baby Well, you will be lonely You'll be so lonely, you could die Although it's always crowded You still can find some room For broken-hearted lovers To cry there in their gloom Where they get so, they get so lonely, baby Well, they're so lonely They'll be so lonely, they could die",-0.9885852932929992,2008.0,,
6105,Don’t Be Cruel,124666.0,Greatest Hits,2008,Elvis Presley,,,1dc1bea6-9157-3311-b75f-b7a6d7a8a521,,musicbrainz,"24 ContributorsTranslationsSuomiDon’t Be Cruel Lyrics[Verse 1]
You know I can be found
Sitting home all alone
If you can't come around
At least please telephone

[Chorus]
Don't be cruel to a heart that's true

[Verse 2]
Baby, if I made you mad
For something I might have said
Please, let's forget my past
The future looks bright ahead

[Chorus]
Don't be cruel to a heart that's true

[Refrain]
I don't want no other love
Baby, it's just you I'm thinkin' of
Mmmm

[Verse 3]
Don't stop thinking of me
Don't make me feel this way
C'mon over here and love me
You know what I want you to say


[Chorus]
Don't be cruel to a heart that's true

[Refrain]
Why should we be apart?
I really love you, baby, cross my heart

[Verse 4]
Let's walk up to the preacher
And let us say, ""I do""
Then you'll know you'll have me
And I'll know that I'll have you

[Chorus]
Don't be cruel to a heart that's true

[Refrain]
I don't want no other love
Baby, it's just you I'm thinkin' of

[Chorus]
Don't be cruel to a heart that's true
Don't be cruel to a heart that's true

[Refrain]
I don't want no other love
Baby, it's just you I'm thinkin' of",en,"You know I can be found Sitting home all alone If you can't come around At least please telephone Don't be cruel to a heart that's true Baby, if I made you mad For something I might have said Please, let's forget my past The future looks bright ahead Don't be cruel to a heart that's true I don't want no other love Baby, it's just you I'm thinkin' of Mmmm Don't stop thinking of me Don't make me feel this way C'mon over here and love me You know what I want you to say Don't be cruel to a heart that's true Why should we be apart? I really love you, baby, cross my heart Let's walk up to the preacher And let us say, ""I do"" Then you'll know you'll have me And I'll know that I'll have you Don't be cruel to a heart that's true I don't want no other love Baby, it's just you I'm thinkin' of Don't be cruel to a heart that's true Don't be cruel to a heart that's true I don't want no other love Baby, it's just you I'm thinkin' of",0.9977043271064758,2008.0,,
6106,Hound Dog,135733.0,Greatest Hits,2008,Elvis Presley,,,f799ca15-a015-39db-b556-11a0d57a5034,,musicbrainz,"36 ContributorsHound Dog LyricsThis song was written by the team of Jerry Leiber and Mike Stoller, and first recorded by Big Mama Thornton in 1952. Leiber claims that writing the tune took “like twelve minutes.” Thornton’s version, below:[Chorus]
You ain't nothin' but a hound dog
Cryin' all the time
You ain't nothin' but a hound dog
Cryin' all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine

[Verse]
When they said you was high-classed
Well, that was just a lie
Yeah, they said you was high-classed
Well, that was just a lie
Yeah, you ain't never caught a rabbit
And you ain't no friend of mine

[Chorus]
You ain't nothin' but a hound dog
Cryin' all the time
You ain't nothin' but a hound dog
Cryin' all the time
Well, you ain't never caught a rabbit
And you ain't no friend of mine

[Bridge]
[Guitar solo]
Ahh, ahh
Ahh, ahh


[Verse]
When they said you was high-classed
Well, that was just a lie
Yeah, they said you was high-classed
Well, that was just a lie
Well, you ain't never caught a rabbit
And you ain't no friend of mine

[Bridge]
[Guitar solo]
Ahh, ahh
Ahh, ahh

[Verse]
When they said you was high-classed
Well, that was just a lie
You know, they said you was high-classed
Well, that was just a lie
Yeah, you ain't never caught a rabbit
And you ain't no friend of mine

[Chorus]
You ain't nothin' but a hound dog
Cryin' all the time
You ain't nothin' but a hound dog
Cryin' all the time
Well, you ain't never caught a rabbit
You ain't no friend of mine
[You ain’t nothin’ but a hound dog]",en,"You ain't nothin' but a hound dog Cryin' all the time You ain't nothin' but a hound dog Cryin' all the time Well, you ain't never caught a rabbit And you ain't no friend of mine When they said you was high-classed Well, that was just a lie Yeah, they said you was high-classed Well, that was just a lie Yeah, you ain't never caught a rabbit And you ain't no friend of mine You ain't nothin' but a hound dog Cryin' all the time You ain't nothin' but a hound dog Cryin' all the time Well, you ain't never caught a rabbit And you ain't no friend of mine Ahh, ahh Ahh, ahh When they said you was high-classed Well, that was just a lie Yeah, they said you was high-classed Well, that was just a lie Well, you ain't never caught a rabbit And you ain't no friend of mine Ahh, ahh Ahh, ahh When they said you was high-classed Well, that was just a lie You know, they said you was high-classed Well, that was just a lie Yeah, you ain't never caught a rabbit And you ain't no friend of mine You ain't nothin' but a hound dog Cryin' all the time You ain't nothin' but a hound dog Cryin' all the time Well, you ain't never caught a rabbit You ain't no friend of mine",-0.996807098388672,2008.0,,
6107,Jailhouse Rock,157160.0,Greatest Hits,2008,Elvis Presley,,,d9cdcd0e-4e41-356e-b3bc-8ccbbddd1fe0,,musicbrainz,"83 ContributorsJailhouse Rock Lyrics“Jailhouse Rock” is a song written by Jerry Leiber and Mike Stoller. The song was released as a 45rpm single on September 24, 1957, to coincide with the release of Presley’s motion picture, Jailhouse Rock.[Verse 1]
The warden threw a party in the county jail
The prison band was there, they began to wail
The band was jumping, and the joint began to swing
You shoulda heard those locked-out jailbirds sing

[Chorus]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

[Verse 2]
Spider Murphy played the tenor saxophone
Little Joe was blowing on the slide trombone
The drummer boy from Illinois went crash, boom, bang
The whole rhythm section was the Purple Gang

[Chorus]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

[Verse 3]
Number forty-seven said to number three
""You the cutest jailbird I ever did see
I sure would be delighted with your company
Come on and do the Jailhouse Rock with me""


[Chorus]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock
Rock, rock, rock

[Guitar Solo]

[Verse 4]
Sad Sack was sitting on a block of stone
Way over in the corner weeping all alone
The warden said, ""Hey, buddy, don't you be no square
You can't find a partner, use a wooden chair""

[Chorus]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock

[Verse 5]
Shifty Henry said to Bugs, ""For Heaven's sake
No one's looking, now's our chance to make a break""
Bugsy turned to Shifty, and he said, ""Nix nix
I wanna stick around a while and get my kicks.""

[Chorus]
Let's rock, everybody, let's rock
Everybody in the whole cell block
Was dancing to the Jailhouse Rock


[Outro]
Dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock
Dancing to the Jailhouse Rock",en,"The warden threw a party in the county jail The prison band was there, they began to wail The band was jumping, and the joint began to swing You shoulda heard those locked-out jailbirds sing Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock Spider Murphy played the tenor saxophone Little Joe was blowing on the slide trombone The drummer boy from Illinois went crash, boom, bang The whole rhythm section was the Purple Gang Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock Number forty-seven said to number three ""You the cutest jailbird I ever did see I sure would be delighted with your company Come on and do the Jailhouse Rock with me"" Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock Rock, rock, rock Sad Sack was sitting on a block of stone Way over in the corner weeping all alone The warden said, ""Hey, buddy, don't you be no square You can't find a partner, use a wooden chair"" Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock Shifty Henry said to Bugs, ""For Heaven's sake No one's looking, now's our chance to make a break"" Bugsy turned to Shifty, and he said, ""Nix nix I wanna stick around a while and get my kicks."" Let's rock, everybody, let's rock Everybody in the whole cell block Was dancing to the Jailhouse Rock Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock Dancing to the Jailhouse Rock",-0.9822943210601808,2008.0,,
6108,Love Me Tender,164560.0,Greatest Hits,2008,Elvis Presley,,,98b5d6bc-e435-3269-8171-9fd8dbfd4400,,musicbrainz,"36 ContributorsLove Me Tender LyricsRemembered as the first theme song of 31 Elvis movies, originally titled The Reno Brothers.

The melody for this song was lifted from a civil war ballad known as Aura Lee. It was exceptionally lyrical and… Read More [Verse 1]
Love me tender, love me sweet
Never let me go
You have made my life complete
And I love you so

[Chorus]
Love me tender, love me true
All my dreams fulfill
For, my darling, I love you
And I always will

[Verse 2]
Love me tender, love me long
Take me to your heart
For it's there that I belong
And we'll never part

[Chorus]
Love me tender, love me true
All my dreams fulfill
For, my darling, I love you
And I always will

[Verse 3]
Love me tender, love me dear
Tell me you are mine
I'll be yours through all the years
Till the end of time


[Chorus]
Love me tender, love me true
All my dreams fulfill
For, my darling, I love you
And I always will",en,"Love me tender, love me sweet Never let me go You have made my life complete And I love you so Love me tender, love me true All my dreams fulfill For, my darling, I love you And I always will Love me tender, love me long Take me to your heart For it's there that I belong And we'll never part Love me tender, love me true All my dreams fulfill For, my darling, I love you And I always will Love me tender, love me dear Tell me you are mine I'll be yours through all the years Till the end of time Love me tender, love me true All my dreams fulfill For, my darling, I love you And I always will",0.9997329115867616,2008.0,,
6109,Teddy Bear,109066.0,Greatest Hits,2008,Elvis Presley,,,45b476c2-3ac3-3078-af44-7245b3a3c9b2,,musicbrainz,"2 ContributorsTeddy Bear LyricsBaby let me be your lovin teddy bear
Put a chain around my neck
And lead me anywhere
Oh let me be your teddy bear

I don't wanna be a tiger
Cause tigers play to rough
I don't wanna be a lion
Cause lions ain't the kind
You love enough

I just wanna be your teddy bear
Put a chain around my neck
And lead me anywhere
Oh let me be your teddy bear

Baby let me be around you every night
Run your fingers though my hair
And cuddle me really tight
Oh let me be your teddy bear

I don't wanna be a tiger
Cause tigers play to rough
I don't wanna be a lion
Cause lions ain't the kind
You love enough


I just wanna be your teddy bear
Put a chain around my neck
And lead me anywhere
Oh let me be your teddy bear

Oh let me be your teddy bear
I just wanna be your teddy bear",en,Baby let me be your lovin teddy bear Put a chain around my neck And lead me anywhere Oh let me be your teddy bear I don't wanna be a tiger Cause tigers play to rough I don't wanna be a lion Cause lions ain't the kind You love enough I just wanna be your teddy bear Put a chain around my neck And lead me anywhere Oh let me be your teddy bear Baby let me be around you every night Run your fingers though my hair And cuddle me really tight Oh let me be your teddy bear I don't wanna be a tiger Cause tigers play to rough I don't wanna be a lion Cause lions ain't the kind You love enough I just wanna be your teddy bear Put a chain around my neck And lead me anywhere Oh let me be your teddy bear Oh let me be your teddy bear I just wanna be your teddy bear,0.8117190003395081,2008.0,,
6110,All Shook Up,120133.0,Greatest Hits,2008,Elvis Presley,,,ad57ffeb-f160-3918-a80c-434ef1c4bceb,,musicbrainz,"27 ContributorsAll Shook Up Lyrics[Verse 1]
Uh, well, a-bless my soul, what's wrong with me?
I'm itchin' like a man on a fuzzy tree
My friends say I'm actin' wild as a bug
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah-yay

[Verse 2]
Well, my hands are shaky, and my knees are weak
I can't seem to stand on my own two feet
Who do you thank when you have such luck?
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah-yay

[Bridge]
Well, please don't ask me what's on my mind
I'm a little mixed up, but I feel fine
When I'm near the girl that I love best
My heart beats so it scares me to death

[Verse 3]
When she touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah-yay


[Bridge]
My tongue gets tied when I try to speak
My insides shake like a leaf on a tree
There's only one cure for this body of mine
That's to have that girl that I love so fine

[Verse 4]
She touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup
I'm in love, uh, I'm all shook up
Mm, ooh, yeah, yeah-yay

[Outro]
Mm, ooh, yeah, yeah
I'm all shook up",en,"Uh, well, a-bless my soul, what's wrong with me? I'm itchin' like a man on a fuzzy tree My friends say I'm actin' wild as a bug I'm in love, I'm all shook up Mm, ooh, yeah, yeah-yay Well, my hands are shaky, and my knees are weak I can't seem to stand on my own two feet Who do you thank when you have such luck? I'm in love, I'm all shook up Mm, ooh, yeah, yeah-yay Well, please don't ask me what's on my mind I'm a little mixed up, but I feel fine When I'm near the girl that I love best My heart beats so it scares me to death When she touched my hand, what a chill I got Her lips are like a volcano that's hot I'm proud to say that she's my buttercup I'm in love, I'm all shook up Mm, ooh, yeah, yeah-yay My tongue gets tied when I try to speak My insides shake like a leaf on a tree There's only one cure for this body of mine That's to have that girl that I love so fine She touched my hand, what a chill I got Her lips are like a volcano that's hot I'm proud to say that she's my buttercup I'm in love, uh, I'm all shook up Mm, ooh, yeah, yeah-yay Mm, ooh, yeah, yeah I'm all shook up",0.9058119654655457,2008.0,,
6111,Fools Fall in Love,126773.0,Greatest Hits,2008,Elvis Presley,,,d453f59b-b342-30d2-a436-edf928e5a708,,musicbrainz,"7 ContributorsFools Fall In Love Lyrics[Verse 1]
Fools fall in in love in a hurry
Fools give their hearts much too soon
Just put in two bars of ""Stardust""
Just hang out one silly moon

[Verse 2]
Oh, they've got their love torches burning
When they should be playing it cool
I used to laugh but now I'm the same
Take a look at a brand new fool

[Verse 3]
Fools fall in love just like schoolgirls
Blinded by rose colored dreams
They build their castles on wishes
With only rainbows for beams

[Verse 4]
Oh, they're making plans for the future
When they should be right back in school
I used to laugh but now I'm the same
Take a look at a brand new fool, all right

[Instrumental Break]


[Verse 2]
They've got their love torches burning
When they should be playing it cool
I used to laugh but now I'm the same
Take a look at a brand new fool
Take a look at a brand new fool",en,"Fools fall in in love in a hurry Fools give their hearts much too soon Just put in two bars of ""Stardust"" Just hang out one silly moon Oh, they've got their love torches burning When they should be playing it cool I used to laugh but now I'm the same Take a look at a brand new fool Fools fall in love just like schoolgirls Blinded by rose colored dreams They build their castles on wishes With only rainbows for beams Oh, they're making plans for the future When they should be right back in school I used to laugh but now I'm the same Take a look at a brand new fool, all right They've got their love torches burning When they should be playing it cool I used to laugh but now I'm the same Take a look at a brand new fool Take a look at a brand new fool",-0.9898374676704408,2008.0,,
